#: table_doi: 10.17182/hepdata.153613.v1/t5
#: name: Table 5
#: description: $\chi_{c1}(4685) \ \mathrm{or} \ \chi_{c0}(4700) \to J/\psi(\to \mu^+ \mu^-)\phi(\to K^+ K^-)$ diffractive production cross-section, multiplied by $\mathcal{B}(J/\psi \to \mu^+ \mu^-)$ and $\mathcal{B}(\phi \to K^+ K^-)$ branching ratios.
#: data_file: cross_section_X4685X4700.yaml
#: keyword reactions: pp --> p + X(4685) + p | pp --> p + X(4700) + p
#: keyword observables: cross-section
#: keyword cmenergies: 13000
#: keyword phrases: QCD | forward physics | particle and resonance production | exotics | cross-section
#: RE,,,$pp \to p+(\chi_{c1}(4685) \ \mathrm{or} \ \chi_{c0}(4700) \to J/\psi\phi)+p$
#: $\eta(\mu^{\pm}, K^{\pm})$,,,$2.0 - 5.0$
#: $p_{T}(\mu^{\pm}, K^{\pm})$,,,$>200$ MeV/$\it{c}$
#: max($p_{T}(\mu^+)$, $p_{T}(\mu^-)$),,,$>400$ GeV/$\it{c}$
#: $m(J/\psi\phi)$,,,$<6000$ MeV/$\it{c^2}$
#: $\sqrt{s}$ [TeV],,,13
#: Luminosity [fb$^{-1}$],,,5.1
$\sqrt{s}$ [GeV],$\sqrt{s}$ [GeV] LOW,$\sqrt{s}$ [GeV] HIGH,$\sigma( \chi_{c1}(4685) \ \mathrm{or} \ \chi_{c0}(4700) \to J/\psi(\to \mu^+ \mu^-)\phi(\to K^+ K^-) )$ [pb],(Stat.) +,(Stat.) -,(Syst. + Lumi.) +,(Syst. + Lumi.) -
13000.0,12999.5,13000.5,0.14,0.07,-0.06,0.06,-0.06

