#: table_doi: 10.17182/hepdata.50307.v1/t1
#: name: Table 1
#: description: Cross section for the final state UPSI(1S) PI+ PI-.

#: data_file: Table1.yaml
#: keyword reactions: E+ E- --> UPSI(9460) PI+ PI-
#: keyword observables: SIG
#: keyword phrases: Exclusive | Upsilon | Integrated Cross Section | Cross Section | E+ E- Scattering
#: keyword cmenergies: 10.87
#: RE,E+ E- --> UPSI(9460) PI+ PI-
#: SQRT(S) [GeV],10.87
SQRT(S) [GEV],SIG [PB],stat +,stat -,sys +,sys -
10.87,1.61,0.1,-0.1,0.12,-0.12

