#: table_doi: 10.17182/hepdata.50307.v1/t3
#: name: Table 3
#: description: Cross section for the final state UPSI(3S) PI+ PI-.

#: data_file: Table3.yaml
#: keyword reactions: E+ E- --> UPSI(10355) PI+ PI-
#: keyword observables: SIG
#: keyword phrases: Exclusive | Upsilon | Integrated Cross Section | Cross Section | E+ E- Scattering
#: keyword cmenergies: 10.87
#: RE,E+ E- --> UPSI(10355) PI+ PI-
#: SQRT(S) [GeV],10.87
SQRT(S) [GEV],SIG [PB],stat +,stat -,sys +,sys -
10.87,1.44,0.55,-0.45,0.19,-0.19

